time,ax,ay,az,aT
3.5800,-0.0184,-0.0143,0.2199,0.221
3.5910,-0.0112,0.0016,0.2062,0.207
3.6000,0.0600,-0.0286,0.2033,0.214
3.6070,0.0021,0.0186,0.2134,0.214
3.6150,0.0328,0.1454,0.0746,0.167
3.6250,0.0436,0.1075,-0.0283,0.119
3.6300,-0.0447,-0.0069,-0.0679,0.082
3.6510,-0.0847,-0.0495,-0.0981,0.139
3.6530,-0.0752,-0.0291,-0.0861,0.118
3.7150,-0.0495,-0.0171,-0.0147,0.054
3.7160,-0.0399,0.0243,0.0960,0.107
3.7160,-0.0094,0.0751,0.1837,0.199
3.7170,0.0308,0.0650,0.2201,0.232
3.7170,0.0326,0.0259,0.2002,0.204
3.7180,0.0144,-0.0044,0.1698,0.171
3.7190,0.0016,-0.0060,0.1592,0.159
3.7200,0.0821,-0.0727,0.1792,0.210
3.7260,0.0726,-0.0392,0.2516,0.265
3.7300,0.0206,0.1170,0.1243,0.172
3.7420,0.0666,0.1446,-0.0290,0.162
3.7500,0.0504,0.0076,-0.1176,0.128
3.7610,0.0164,-0.1028,-0.2156,0.239
3.7650,0.0026,-0.1313,-0.2833,0.312
3.8170,-0.0367,-0.1281,-0.2746,0.305
3.8200,-0.0544,-0.0770,-0.1874,0.210
3.8210,-0.0272,0.0314,-0.0923,0.101
3.8210,0.0254,0.1363,0.0089,0.139
3.8220,0.0790,0.1674,0.0692,0.198
3.8220,0.0932,0.1160,0.0869,0.172
3.8270,0.0729,0.0310,0.0779,0.111
3.8320,0.0269,-0.0128,0.0796,0.085
3.8410,0.0070,-0.0282,0.0232,0.037
3.8460,0.0078,-0.0404,-0.0313,0.052
3.8560,0.0248,-0.0681,-0.0626,0.096
3.8660,0.0342,-0.0706,-0.0346,0.086
3.8750,0.0821,-0.0427,-0.0423,0.102
3.8810,0.1100,-0.0237,-0.0634,0.129
3.8910,0.1213,0.0016,-0.0915,0.152
3.8960,0.1226,0.0259,-0.0995,0.160
3.9110,0.1335,0.0446,-0.0629,0.154
3.9170,0.1317,0.0402,-0.0432,0.144
3.9590,0.1167,0.0220,-0.0281,0.122
3.9590,0.1262,-0.0052,-0.0384,0.132
