time,ax,ay,az,aT
9.3790,0.3767,-0.0054,0.3394,0.507
9.3910,0.3891,-0.0258,0.2845,0.483
9.3960,0.3815,-0.0266,0.2305,0.447
9.4050,0.3744,-0.0274,0.2349,0.443
9.4130,0.3682,-0.0669,0.1812,0.416
9.4210,0.3620,-0.0671,0.1670,0.404
9.4290,0.2971,-0.0480,0.1527,0.337
9.4380,0.2133,-0.0678,0.2349,0.324
9.4460,0.2855,-0.0680,0.1417,0.326
9.4550,0.3373,-0.0875,0.1275,0.371
9.4630,0.3299,-0.0875,0.1328,0.366
9.4710,0.3028,-0.1261,0.1564,0.363
9.4900,0.3143,-0.1254,0.2368,0.413
9.4910,0.2864,-0.0861,0.1418,0.331
9.5050,0.3160,-0.0474,0.1836,0.369
9.5060,0.2869,-0.0285,0.2056,0.354
9.5150,0.2776,-0.0291,0.2082,0.348
9.5220,0.3074,-0.0105,0.3074,0.435
9.5300,0.2988,0.0273,0.3474,0.459
9.5390,0.1752,-0.0129,0.4257,0.460
9.5470,0.2083,-0.0718,0.2903,0.364
9.5550,0.4153,0.0634,0.2734,0.501
9.5660,0.0981,0.0227,0.3145,0.330
9.5720,0.0946,0.0213,0.3156,0.330
9.5810,0.0317,-0.3476,0.3152,0.470
9.5890,-0.0119,-0.0731,0.4094,0.416
9.5970,-0.0554,-0.0346,0.2713,0.279
9.6060,-0.0400,-0.0738,0.2732,0.286
9.6150,0.0344,-0.1319,0.1982,0.241
9.6230,0.0513,-0.1699,0.1048,0.206
9.6430,0.0497,-0.1687,0.1092,0.207
9.6440,0.0289,-0.1675,0.0943,0.194
9.6530,0.0275,-0.0889,0.1179,0.150
9.6670,0.1418,-0.0695,0.0828,0.178
9.6680,0.2347,-0.0503,0.1444,0.280
9.6750,0.1904,-0.0314,0.1662,0.255
9.6810,0.1660,-0.0128,0.2264,0.281
9.6900,0.1614,-0.0138,0.2273,0.279
9.6980,0.1182,0.0433,0.1899,0.228
9.7070,0.1146,-0.0164,0.2119,0.241
9.7150,0.1693,-0.0366,0.1955,0.261
9.7230,0.0889,-0.0566,0.2371,0.259
9.7320,0.0877,-0.0763,0.2200,0.249
9.7400,0.0862,-0.0764,0.2228,0.251
9.7480,0.1038,-0.0572,0.2640,0.289
9.7570,0.0820,-0.0575,0.2854,0.302
9.7650,0.0598,-0.0385,0.2681,0.277
9.7750,-0.0014,0.0577,0.2120,0.220
9.7840,0.0350,0.0171,0.1563,0.161
9.7910,0.1100,0.0158,0.1792,0.211
9.8010,0.1076,0.0144,0.1827,0.213
9.8070,0.2613,0.0904,0.2246,0.356
9.8170,0.3749,0.0299,0.2652,0.460
9.8240,0.4101,-0.0104,0.3042,0.511
9.8340,0.3678,-0.0696,0.3810,0.534
9.8410,0.4609,-0.0892,0.3405,0.580
9.8490,0.4747,-0.2053,0.2814,0.589
9.8580,0.4686,-0.2037,0.2808,0.583
9.8670,0.4425,-0.2215,0.3571,0.610
9.8750,0.3967,-0.1809,0.3159,0.538
9.8830,0.2922,-0.1022,0.2752,0.414
9.8910,0.2844,-0.0052,0.1771,0.335
9.9000,0.2960,0.0131,0.2543,0.390
9.9080,0.2693,-0.0075,0.1561,0.311
9.9270,0.2629,-0.0086,0.1560,0.306
9.9280,0.2376,-0.0096,0.1559,0.284
9.9340,0.2135,-0.0687,0.1364,0.263
9.9420,0.2289,-0.1077,0.1170,0.279
9.9500,0.2820,-0.0881,0.1750,0.343
9.9610,0.3347,-0.0687,0.1158,0.361
9.9670,0.3294,-0.0691,0.1153,0.356
9.9760,0.3242,-0.0307,0.1734,0.369
9.9830,0.2992,-0.0702,0.1149,0.328
9.9930,0.2749,-0.1091,0.0957,0.311
10.0000,0.1931,-0.0315,0.0956,0.218
10.0090,0.1511,-0.0323,0.0573,0.165
10.0170,0.1288,0.0249,0.0391,0.137
10.0260,0.1251,0.0234,0.0405,0.134
10.0340,0.0438,-0.0168,0.0616,0.077
10.0420,-0.0360,-0.0177,0.0628,0.075
10.0500,0.0398,-0.0960,0.0641,0.122
10.0610,-0.0013,-0.0959,0.1228,0.156
10.0680,0.0752,-0.0184,-0.2453,0.257
10.0760,0.0737,-0.3096,0.1842,0.368
10.0840,0.0726,-0.3067,0.1785,0.362
10.0930,-0.2376,-0.0331,0.2687,0.360
10.1020,-0.3892,0.0433,0.0902,0.402
10.1100,-0.4422,0.0608,0.1483,0.470
10.1180,-0.2812,0.0393,0.1097,0.304
10.1260,-0.0828,0.0374,0.1289,0.158
10.1360,0.1915,-0.0032,0.1857,0.267
10.1430,0.1919,-0.0046,0.1834,0.265
10.1530,0.4247,-0.0448,0.3158,0.531
10.1600,0.5764,-0.0843,0.3300,0.670
10.1690,0.6861,-0.1426,0.3055,0.764
